SearchQuery,Title,Abstract,Authors,Year,Citations,Venue,URL,recency_score,citations_score,combined_text
classification,Kraken: ultrafast metagenomic sequence classification using exact alignments,"Kraken is an ultrafast and highly accurate program for assigning taxonomic labels to metagenomic DNA sequences. Previous programs designed for this task have been relatively slow and computationally expensive, forcing researchers to use faster abundance estimation programs, which only classify small subsets of metagenomic data. Using exact alignment of k-mers, Kraken achieves classification accuracy comparable to the fastest BLAST program. In its fastest mode, Kraken classifies 100 base pair reads at a rate of over 4.1 million reads per minute, 909 times faster than Megablast and 11 times faster than the abundance estimation program MetaPhlAn. Kraken is available at http://ccb.jhu.edu/software/kraken/.","Derrick E. Wood, S. Salzberg",2014.0,3894,Genome Biology,https://www.semanticscholar.org/paper/7bbac7f7916567616d933d4b2fc8b8acbbb51bdc,0.9200000000000017,0.03164310092637738,classification kraken ultrafast metagenomic sequence classification using exact alignments kraken is an ultrafast and highly accurate program for assigning taxonomic labels to metagenomic dna sequences previous programs designed for this task have been relatively slow and computationally expensive forcing researchers to use faster abundance estimation programs which only classify small subsets of metagenomic data using exact alignment of kmers kraken achieves classification accuracy comparable to the fastest blast program in its fastest mode kraken classifies 100 base pair reads at a rate of over 41 million reads per minute 909 times faster than megablast and 11 times faster than the abundance estimation program metaphlan kraken is available at httpccbjhuedusoftwarekraken derrick e wood s salzberg
classification,Remote Sensing Image Scene Classification: Benchmark and State of the Art,"Remote sensing image scene classification plays an important role in a wide range of applications and hence has been receiving remarkable attention. During the past years, significant efforts have been made to develop various data sets or present a variety of approaches for scene classification from remote sensing images. However, a systematic review of the literature concerning data sets and methods for scene classification is still lacking. In addition, almost all existing data sets have a number of limitations, including the small scale of scene classes and the image numbers, the lack of image variations and diversity, and the saturation of accuracy. These limitations severely limit the development of new approaches especially deep learning-based methods. This paper first provides a comprehensive review of the recent progress. Then, we propose a large-scale data set, termed “NWPU-RESISC45,” which is a publicly available benchmark for REmote Sensing Image Scene Classification (RESISC), created by Northwestern Polytechnical University (NWPU). This data set contains 31 500 images, covering 45 scene classes with 700 images in each class. The proposed NWPU-RESISC45 1) is large-scale on the scene classes and the total image number; 2) holds big variations in translation, spatial resolution, viewpoint, object pose, illumination, background, and occlusion; and 3) has high within-class diversity and between-class similarity. The creation of this data set will enable the community to develop and evaluate various data-driven algorithms. Finally, several representative methods are evaluated using the proposed data set, and the results are reported as a useful baseline for future research.","Gong Cheng, Junwei Han, Xiaoqiang Lu",2017.0,2419,Proceedings of the IEEE,https://www.semanticscholar.org/paper/179765729fc1e269393617795507607c29a66a8e,0.9439999999999991,0.01965707784820413,classification remote sensing image scene classification benchmark and state of the art remote sensing image scene classification plays an important role in a wide range of applications and hence has been receiving remarkable attention during the past years significant efforts have been made to develop various data sets or present a variety of approaches for scene classification from remote sensing images however a systematic review of the literature concerning data sets and methods for scene classification is still lacking in addition almost all existing data sets have a number of limitations including the small scale of scene classes and the image numbers the lack of image variations and diversity and the saturation of accuracy these limitations severely limit the development of new approaches especially deep learningbased methods this paper first provides a comprehensive review of the recent progress then we propose a largescale data set termed nwpuresisc45 which is a publicly available benchmark for remote sensing image scene classification resisc created by northwestern polytechnical university nwpu this data set contains 31 500 images covering 45 scene classes with 700 images in each class the proposed nwpuresisc45 1 is largescale on the scene classes and the total image number 2 holds big variations in translation spatial resolution viewpoint object pose illumination background and occlusion and 3 has high withinclass diversity and betweenclass similarity the creation of this data set will enable the community to develop and evaluate various datadriven algorithms finally several representative methods are evaluated using the proposed data set and the results are reported as a useful baseline for future research gong cheng junwei han xiaoqiang lu
classification,"Definition, diagnosis and classification of diabetes mellitus and its complications. Part 1: diagnosis and classification of diabetes mellitus. Provisional report of a WHO Consultation",,"K. Alberti, P. Zimmet",1998.0,9092,Diabetic Medicine,https://www.semanticscholar.org/paper/b1fdb09b7f22b250b68f3ac505605069e3349f3b,0.7919999999999998,0.07388265886559402,classification definition diagnosis and classification of diabetes mellitus and its complications part 1 diagnosis and classification of diabetes mellitus provisional report of a who consultation nan k alberti p zimmet
classification,A comparative study of texture measures with classification based on featured distributions,,"T. Ojala, M. Pietikäinen, David Harwood",1996.0,7371,Pattern Recognition,https://www.semanticscholar.org/paper/5985014dda6d502469614aae17349b4d08f9f74c,0.7759999999999998,0.05989761092150171,classification a comparative study of texture measures with classification based on featured distributions nan t ojala m pietikäinen david harwood
classification,WHO Classification of Tumours of the Digestive System,,F. Bosman,2010.0,5120,,https://www.semanticscholar.org/paper/55e625ed523c7bb433d459f18a5fc9fedf445398,0.8880000000000017,0.04160572078660816,classification who classification of tumours of the digestive system nan f bosman
classification,Deep One-Class Classification,,"Lukas Ruff, Nico Görnitz, Lucas Deecke, Shoaib Ahmed Siddiqui, Robert A. Vandermeulen, Alexander Binder, Emmanuel Müller, M. Kloft",2018.0,2173,International Conference on Machine Learning,https://www.semanticscholar.org/paper/6af440915b8a0718c93be1cf61905e41e620484a,0.9520000000000017,0.017658052982285066,classification deep oneclass classification nan lukas ruff nico görnitz lucas deecke shoaib ahmed siddiqui robert a vandermeulen alexander binder emmanuel müller m kloft
classification,Classification of hyperspectral remote sensing images with support vector machines,,"F. Melgani, L. Bruzzone",2004.0,3901,IEEE Transactions on Geoscience and Remote Sensing,https://www.semanticscholar.org/paper/2badd8953397d757693859918cf9318fe7ec5e3b,0.8399999999999999,0.03169998374776532,classification classification of hyperspectral remote sensing images with support vector machines nan f melgani l bruzzone
classification,Classification of Wetlands and Deepwater Habitats of the United States,,"L. M. Cowardin, V. Carter, Francis C. Golet, E. Laroe",2017.0,2620,,https://www.semanticscholar.org/paper/6222498b594685e6fdb7fc6fc5a54fd1a3f875b0,0.9439999999999991,0.021290427433772144,classification classification of wetlands and deepwater habitats of the united states nan l m cowardin v carter francis c golet e laroe
classification,The classification of tumours of the central nervous system.,,"Louis D N, Ohgaki H, Cavenee W K",1982.0,3977,Neuropathology and Applied Neurobiology,https://www.semanticscholar.org/paper/deae2d1f1227730c6d9f22bf549b1e2b0c5a2ba1,0.6639999999999997,0.032317568665691535,classification the classification of tumours of the central nervous system nan louis d n ohgaki h cavenee w k
classification,Linear spatial pyramid matching using sparse coding for image classification,,"Jianchao Yang, Kai Yu, Yihong Gong, Thomas Huang",2009.0,3206,2009 IEEE Conference on Computer Vision and Pattern Recognition,https://www.semanticscholar.org/paper/0c9633aedafe4ee8cf238fa06c40b84f47e17362,0.879999999999999,0.026052332195676906,classification linear spatial pyramid matching using sparse coding for image classification nan jianchao yang kai yu yihong gong thomas huang
classification,Derivation and validation of the Systemic Lupus International Collaborating Clinics classification criteria for systemic lupus erythematosus.,,"M. Petri, A. Orbai, Graciela S. Alarcón, C. Gordon, Joan T. Merrill, P. Fortin, I. Bruce, D. Isenberg, Daniel J. Wallace, O. Nived, G. Sturfelt, R. Ramsey‐Goldman, S. Bae, J. Hanly, J. Sánchez-Guerrero, A. Clarke, C. Aranow, S. Manzi, M. Urowitz, D. Gladman, K. Kalunian, M. Costner, Victoria P. Werth, A. Zoma, S. Bernatsky, G. Ruiz-Irastorza, M. Khamashta, S. Jacobsen, Jill P. Buyon, P. Maddison, M. Dooley, Ronald F van Vollenhoven, E. Ginzler, T. Stoll, C. Peschken, J. Jorizzo, Jeffrey P. Callen, S. S. Lim, B. Fessler, M. Inanç, D. Kamen, Anisur Rahman, K. Steinsson, Andrew G. Franks, L. Sigler, S. Hameed, H. Fang, N. Pham, R. Brey, M. H. Weisman, G. McGwin, Laurence S Magder",2012.0,4563,Arthritis & Rheumatism,https://www.semanticscholar.org/paper/7ec829d01b82692879f1b53d86816acbd2761e8f,0.9039999999999999,0.03707947342759629,classification derivation and validation of the systemic lupus international collaborating clinics classification criteria for systemic lupus erythematosus nan m petri a orbai graciela s alarcón c gordon joan t merrill p fortin i bruce d isenberg daniel j wallace o nived g sturfelt r ramseygoldman s bae j hanly j sánchezguerrero a clarke c aranow s manzi m urowitz d gladman k kalunian m costner victoria p werth a zoma s bernatsky g ruizirastorza m khamashta s jacobsen jill p buyon p maddison m dooley ronald f van vollenhoven e ginzler t stoll c peschken j jorizzo jeffrey p callen s s lim b fessler m inanç d kamen anisur rahman k steinsson andrew g franks l sigler s hameed h fang n pham r brey m h weisman g mcgwin laurence s magder
classification,WHO classification of tumours of soft tissue and bone,,C. Fletcher,2013.0,3621,,https://www.semanticscholar.org/paper/5d93234c403436fbe4194a616f183a280baf61e3,0.911999999999999,0.029424670892247685,classification who classification of tumours of soft tissue and bone nan c fletcher
classification,International Association for the Study of Lung Cancer/American Thoracic Society/European Respiratory Society International Multidisciplinary Classification of Lung Adenocarcinoma,,"W. Travis, E. Brambilla, M. Noguchi, A. Nicholson, K. Geisinger, Y. Yatabe, D. Beer, C. Powell, Gregory Riely, P. V. Van Schil, K. Garg, J. Austin, H. Asamura, V. Rusch, F. Hirsch, G. Scagliotti, T. Mitsudomi, R. Huber, Y. Ishikawa, J. Jett, M. Sanchez-Cespedes, J. Sculier, Takashi Takahashi, M. Tsuboi, J. Vansteenkiste, I. Wistuba, Pan‐Chyr Yang, D. Aberle, C. Brambilla, D. Flieder, W. Franklin, A. Gazdar, M. Gould, P. Hasleton, D. Henderson, B. Johnson, David H. Johnson, K. Kerr, K. Kuriyama, J. S. Lee, V. Miller, I. Petersen, V. Roggli, R. Rosell, N. Saijo, E. Thunnissen, M. Tsao, David Yankelewitz",2011.0,3882,Journal of Thoracic Oncology,https://www.semanticscholar.org/paper/818fb252cfea270fb192b3eb193699810aa3743a,0.8960000000000008,0.03154558751828376,classification international association for the study of lung canceramerican thoracic societyeuropean respiratory society international multidisciplinary classification of lung adenocarcinoma nan w travis e brambilla m noguchi a nicholson k geisinger y yatabe d beer c powell gregory riely p v van schil k garg j austin h asamura v rusch f hirsch g scagliotti t mitsudomi r huber y ishikawa j jett m sanchezcespedes j sculier takashi takahashi m tsuboi j vansteenkiste i wistuba panchyr yang d aberle c brambilla d flieder w franklin a gazdar m gould p hasleton d henderson b johnson david h johnson k kerr k kuriyama j s lee v miller i petersen v roggli r rosell n saijo e thunnissen m tsao david yankelewitz
classification,SCOP: a structural classification of proteins database for the investigation of sequences and structures.,,"A. Murzin, S. Brenner, T. Hubbard, C. Chothia",1995.0,6560,Journal of Molecular Biology,https://www.semanticscholar.org/paper/5ef2cf7b7aa6f7e44488d5db5409ef7f76b9ef9a,0.7680000000000007,0.05330732975784171,classification scop a structural classification of proteins database for the investigation of sequences and structures nan a murzin s brenner t hubbard c chothia
classification,Graph Convolutional Networks for Text Classification,"Text classification is an important and classical problem in natural language processing. There have been a number of studies that applied convolutional neural networks (convolution on regular grid, e.g., sequence) to classification. However, only a limited number of studies have explored the more flexible graph convolutional neural networks (convolution on non-grid, e.g., arbitrary graph) for the task. In this work, we propose to use graph convolutional networks for text classification. We build a single text graph for a corpus based on word co-occurrence and document word relations, then learn a Text Graph Convolutional Network (Text GCN) for the corpus. Our Text GCN is initialized with one-hot representation for word and document, it then jointly learns the embeddings for both words and documents, as supervised by the known class labels for documents. Our experimental results on multiple benchmark datasets demonstrate that a vanilla Text GCN without any external word embeddings or knowledge outperforms state-of-the-art methods for text classification. On the other hand, Text GCN also learns predictive word and document embeddings. In addition, experimental results show that the improvement of Text GCN over state-of-the-art comparison methods become more prominent as we lower the percentage of training data, suggesting the robustness of Text GCN to less training data in text classification.","Liang Yao, Chengsheng Mao, Yuan Luo",2018.0,1905,AAAI Conference on Artificial Intelligence,https://www.semanticscholar.org/paper/6017e81c5ede6c38b306a3df9738aeb04baa7619,0.9520000000000017,0.015480253534861044,classification graph convolutional networks for text classification text classification is an important and classical problem in natural language processing there have been a number of studies that applied convolutional neural networks convolution on regular grid eg sequence to classification however only a limited number of studies have explored the more flexible graph convolutional neural networks convolution on nongrid eg arbitrary graph for the task in this work we propose to use graph convolutional networks for text classification we build a single text graph for a corpus based on word cooccurrence and document word relations then learn a text graph convolutional network text gcn for the corpus our text gcn is initialized with onehot representation for word and document it then jointly learns the embeddings for both words and documents as supervised by the known class labels for documents our experimental results on multiple benchmark datasets demonstrate that a vanilla text gcn without any external word embeddings or knowledge outperforms stateoftheart methods for text classification on the other hand text gcn also learns predictive word and document embeddings in addition experimental results show that the improvement of text gcn over stateoftheart comparison methods become more prominent as we lower the percentage of training data suggesting the robustness of text gcn to less training data in text classification liang yao chengsheng mao yuan luo
classification,CNN architectures for large-scale audio classification,"Convolutional Neural Networks (CNNs) have proven very effective in image classification and show promise for audio. We use various CNN architectures to classify the soundtracks of a dataset of 70M training videos (5.24 million hours) with 30,871 video-level labels. We examine fully connected Deep Neural Networks (DNNs), AlexNet [1], VGG [2], Inception [3], and ResNet [4]. We investigate varying the size of both training set and label vocabulary, finding that analogs of the CNNs used in image classification do well on our audio classification task, and larger training and label sets help up to a point. A model using embeddings from these classifiers does much better than raw features on the Audio Set [5] Acoustic Event Detection (AED) classification task.","Shawn Hershey, Sourish Chaudhuri, D. Ellis, J. Gemmeke, A. Jansen, R. C. Moore, Manoj Plakal, D. Platt, R. Saurous, Bryan Seybold, M. Slaney, Ron J. Weiss, K. Wilson",2016.0,2651,"IEEE International Conference on Acoustics, Speech, and Signal Processing",https://www.semanticscholar.org/paper/59d8c68de09da69a608ceb149f40114f5538c5b1,0.9359999999999999,0.02154233707134731,classification cnn architectures for largescale audio classification convolutional neural networks cnns have proven very effective in image classification and show promise for audio we use various cnn architectures to classify the soundtracks of a dataset of 70m training videos 524 million hours with 30871 videolevel labels we examine fully connected deep neural networks dnns alexnet 1 vgg 2 inception 3 and resnet 4 we investigate varying the size of both training set and label vocabulary finding that analogs of the cnns used in image classification do well on our audio classification task and larger training and label sets help up to a point a model using embeddings from these classifiers does much better than raw features on the audio set 5 acoustic event detection aed classification task shawn hershey sourish chaudhuri d ellis j gemmeke a jansen r c moore manoj plakal d platt r saurous bryan seybold m slaney ron j weiss k wilson
classification,Gene Selection for Cancer Classification using Support Vector Machines,,"Isabelle M Guyon, J. Weston, S. Barnhill, V. Vapnik",2002.0,5813,Machine-mediated learning,https://www.semanticscholar.org/paper/fb6b4b57f431a0cfbb83bb2af8beab4ee694e94c,0.8240000000000016,0.047237120104014305,classification gene selection for cancer classification using support vector machines nan isabelle m guyon j weston s barnhill v vapnik
classification,Connectionist temporal classification: labelling unsegmented sequence data with recurrent neural networks,,"Alex Graves, Santiago Fernández, Faustino J. Gomez, Jürgen Schmidhuber",2006.0,4642,International Conference on Machine Learning,https://www.semanticscholar.org/paper/261a056f8b21918e8616a429b2df6e1d5d33be41,0.8560000000000016,0.037721436697545914,classification connectionist temporal classification labelling unsegmented sequence data with recurrent neural networks nan alex graves santiago fernández faustino j gomez jürgen schmidhuber
classification,An End-to-End Deep Learning Architecture for Graph Classification,"
 
 Neural networks are typically designed to deal with data in tensor forms. In this paper, we propose a novel neural network architecture accepting graphs of arbitrary structure. Given a dataset containing graphs in the form of (G,y) where G is a graph and y is its class, we aim to develop neural networks that read the graphs directly and learn a classification function. There are two main challenges: 1) how to extract useful features characterizing the rich information encoded in a graph for classification purpose, and 2) how to sequentially read a graph in a meaningful and consistent order. To address the first challenge, we design a localized graph convolution model and show its connection with two graph kernels. To address the second challenge, we design a novel SortPooling layer which sorts graph vertices in a consistent order so that traditional neural networks can be trained on the graphs. Experiments on benchmark graph classification datasets demonstrate that the proposed architecture achieves highly competitive performance with state-of-the-art graph kernels and other graph neural network methods. Moreover, the architecture allows end-to-end gradient-based training with original graphs, without the need to first transform graphs into vectors.
 
","Muhan Zhang, Zhicheng Cui, Marion Neumann, Yixin Chen",2018.0,1613,AAAI Conference on Artificial Intelligence,https://www.semanticscholar.org/paper/d81fc968196e06ccafd7ea4c008b13e1cad1be64,0.9520000000000017,0.013107427271249798,classification an endtoend deep learning architecture for graph classification neural networks are typically designed to deal with data in tensor forms in this paper we propose a novel neural network architecture accepting graphs of arbitrary structure given a dataset containing graphs in the form of gy where g is a graph and y is its class we aim to develop neural networks that read the graphs directly and learn a classification function there are two main challenges 1 how to extract useful features characterizing the rich information encoded in a graph for classification purpose and 2 how to sequentially read a graph in a meaningful and consistent order to address the first challenge we design a localized graph convolution model and show its connection with two graph kernels to address the second challenge we design a novel sortpooling layer which sorts graph vertices in a consistent order so that traditional neural networks can be trained on the graphs experiments on benchmark graph classification datasets demonstrate that the proposed architecture achieves highly competitive performance with stateoftheart graph kernels and other graph neural network methods moreover the architecture allows endtoend gradientbased training with original graphs without the need to first transform graphs into vectors muhan zhang zhicheng cui marion neumann yixin chen
classification,Classification Based on Decision Tree Algorithm for Machine Learning,"Decision tree classifiers are regarded to be a standout of the most well-known methods to data classification representation of classifiers. Different researchers from various fields and backgrounds have considered the problem of extending a decision tree from available data, such as machine study, pattern recognition, and statistics. In various fields such as medical disease analysis, text classification, user smartphone classification, images, and many more the employment of Decision tree classifiers has been proposed in many ways. This paper provides a detailed approach to the decision trees. Furthermore, paper specifics, such as algorithms/approaches used, datasets, and outcomes achieved, are evaluated and outlined comprehensively. In addition, all of the approaches analyzed were discussed to illustrate the themes of the authors and identify the most accurate classifiers. As a result, the uses of different types of datasets are discussed and their findings are analyzed.","Bahzad Charbuty, Adnan Abdulazeez",2021.0,1345,Journal of Applied Science and Technology Trends,https://www.semanticscholar.org/paper/0d6ef817813d04a3b3ec6c3ce008e104fb3e587a,0.9759999999999991,0.010929627823825777,classification classification based on decision tree algorithm for machine learning decision tree classifiers are regarded to be a standout of the most wellknown methods to data classification representation of classifiers different researchers from various fields and backgrounds have considered the problem of extending a decision tree from available data such as machine study pattern recognition and statistics in various fields such as medical disease analysis text classification user smartphone classification images and many more the employment of decision tree classifiers has been proposed in many ways this paper provides a detailed approach to the decision trees furthermore paper specifics such as algorithmsapproaches used datasets and outcomes achieved are evaluated and outlined comprehensively in addition all of the approaches analyzed were discussed to illustrate the themes of the authors and identify the most accurate classifiers as a result the uses of different types of datasets are discussed and their findings are analyzed bahzad charbuty adnan abdulazeez
classification,Genomic Classification and Prognosis in Acute Myeloid Leukemia.,,"E. Papaemmanuil, M. Gerstung, L. Bullinger, V. Gaidzik, P. Paschka, Nicola D. Roberts, N. Potter, M. Heuser, F. Thol, N. Bolli, G. Gundem, P. Van Loo, I. Martincorena, P. Ganly, L. Mudie, Stuart Mclaren, S. O’Meara, K. Raine, David Jones, J. Teague, A. Butler, M. Greaves, A. Ganser, K. Döhner, R. Schlenk, H. Döhner, P. Campbell",2016.0,3236,New England Journal of Medicine,https://www.semanticscholar.org/paper/c32c556c0e4046d71acd6e563fb57ee6f74b7787,0.9359999999999999,0.02629611571591094,classification genomic classification and prognosis in acute myeloid leukemia nan e papaemmanuil m gerstung l bullinger v gaidzik p paschka nicola d roberts n potter m heuser f thol n bolli g gundem p van loo i martincorena p ganly l mudie stuart mclaren s omeara k raine david jones j teague a butler m greaves a ganser k döhner r schlenk h döhner p campbell
classification,Chronic pain as a symptom or a disease: the IASP Classification of Chronic Pain for the International Classification of Diseases (ICD-11),"Abstract Chronic pain is a major source of suffering. It interferes with daily functioning and often is accompanied by distress. Yet, in the International Classification of Diseases, chronic pain diagnoses are not represented systematically. The lack of appropriate codes renders accurate epidemiological investigations difficult and impedes health policy decisions regarding chronic pain such as adequate financing of access to multimodal pain management. In cooperation with the WHO, an IASP Working Group has developed a classification system that is applicable in a wide range of contexts, including pain medicine, primary care, and low-resource environments. Chronic pain is defined as pain that persists or recurs for more than 3 months. In chronic pain syndromes, pain can be the sole or a leading complaint and requires special treatment and care. In conditions such as fibromyalgia or nonspecific low-back pain, chronic pain may be conceived as a disease in its own right; in our proposal, we call this subgroup “chronic primary pain.” In 6 other subgroups, pain is secondary to an underlying disease: chronic cancer-related pain, chronic neuropathic pain, chronic secondary visceral pain, chronic posttraumatic and postsurgical pain, chronic secondary headache and orofacial pain, and chronic secondary musculoskeletal pain. These conditions are summarized as “chronic secondary pain” where pain may at least initially be conceived as a symptom. Implementation of these codes in the upcoming 11th edition of International Classification of Diseases will lead to improved classification and diagnostic coding, thereby advancing the recognition of chronic pain as a health condition in its own right.","R. Treede, W. Rief, A. Barke, Q. Aziz, M. Bennett, R. Benoliel, Milton L Cohen, S. Evers, N. Finnerup, M. First, M. Giamberardino, S. Kaasa, Beatrice Korwisi, E. Kosek, P. Lavand'homme, M. Nicholas, S. Perrot, J. Scholz, S. Schug, Blair H. Smith, P. Svensson, J. Vlaeyen, Shuu-Jiun Wang",2019.0,2283,Pain,https://www.semanticscholar.org/paper/f5e35058fcc4ec030bb0024f2577daeaae7c5cca,0.9600000000000009,0.01855192588980985,classification chronic pain as a symptom or a disease the iasp classification of chronic pain for the international classification of diseases icd11 abstract chronic pain is a major source of suffering it interferes with daily functioning and often is accompanied by distress yet in the international classification of diseases chronic pain diagnoses are not represented systematically the lack of appropriate codes renders accurate epidemiological investigations difficult and impedes health policy decisions regarding chronic pain such as adequate financing of access to multimodal pain management in cooperation with the who an iasp working group has developed a classification system that is applicable in a wide range of contexts including pain medicine primary care and lowresource environments chronic pain is defined as pain that persists or recurs for more than 3 months in chronic pain syndromes pain can be the sole or a leading complaint and requires special treatment and care in conditions such as fibromyalgia or nonspecific lowback pain chronic pain may be conceived as a disease in its own right in our proposal we call this subgroup chronic primary pain in 6 other subgroups pain is secondary to an underlying disease chronic cancerrelated pain chronic neuropathic pain chronic secondary visceral pain chronic posttraumatic and postsurgical pain chronic secondary headache and orofacial pain and chronic secondary musculoskeletal pain these conditions are summarized as chronic secondary pain where pain may at least initially be conceived as a symptom implementation of these codes in the upcoming 11th edition of international classification of diseases will lead to improved classification and diagnostic coding thereby advancing the recognition of chronic pain as a health condition in its own right r treede w rief a barke q aziz m bennett r benoliel milton l cohen s evers n finnerup m first m giamberardino s kaasa beatrice korwisi e kosek p lavandhomme m nicholas s perrot j scholz s schug blair h smith p svensson j vlaeyen shuujiun wang
classification,Classification criteria for Sjögren's syndrome: a revised version of the European criteria proposed by the American-European Consensus Group,,"C. Vitali, S. Bombardieri, R. Jonsson, H. Moutsopoulos, E. Alexander, S. Carsons, T. Daniels, P. Fox, Robert I. Fox, S. Kassan, S. Pillemer, N. Talal, M. Weisman",2002.0,5283,Annals of the Rheumatic Diseases,https://www.semanticscholar.org/paper/3c998d40d428a90d5108d5e8c0a124c4fea0d0d9,0.8240000000000016,0.04293027791321307,classification classification criteria for sjögrens syndrome a revised version of the european criteria proposed by the americaneuropean consensus group nan c vitali s bombardieri r jonsson h moutsopoulos e alexander s carsons t daniels p fox robert i fox s kassan s pillemer n talal m weisman
regression,Generalized Intersection Over Union: A Metric and a Loss for Bounding Box Regression,"Intersection over Union (IoU) is the most popular evaluation metric used in the object detection benchmarks. However, there is a gap between optimizing the commonly used distance losses for regressing the parameters of a bounding box and maximizing this metric value. The optimal objective for a metric is the metric itself. In the case of axis-aligned 2D bounding boxes, it can be shown that IoU can be directly used as a regression loss. However, IoU has a plateau making it infeasible to optimize in the case of non-overlapping bounding boxes. In this paper, we address the this weakness by introducing a generalized version of IoU as both a new loss and a new metric. By incorporating this generalized IoU ( GIoU) as a loss into the state-of-the art object detection frameworks, we show a consistent improvement on their performance using both the standard, IoU based, and new, GIoU based, performance measures on popular object detection benchmarks such as PASCAL VOC and MS COCO.","S. H. Rezatofighi, Nathan Tsoi, JunYoung Gwak, Amir Sadeghian, I. Reid, S. Savarese",2019.0,4526,Computer Vision and Pattern Recognition,https://www.semanticscholar.org/paper/889c81b4d7b7ed43a3f69f880ea60b0572e02e27,0.9600000000000009,0.03677880708597432,regression generalized intersection over union a metric and a loss for bounding box regression intersection over union iou is the most popular evaluation metric used in the object detection benchmarks however there is a gap between optimizing the commonly used distance losses for regressing the parameters of a bounding box and maximizing this metric value the optimal objective for a metric is the metric itself in the case of axisaligned 2d bounding boxes it can be shown that iou can be directly used as a regression loss however iou has a plateau making it infeasible to optimize in the case of nonoverlapping bounding boxes in this paper we address the this weakness by introducing a generalized version of iou as both a new loss and a new metric by incorporating this generalized iou giou as a loss into the stateofthe art object detection frameworks we show a consistent improvement on their performance using both the standard iou based and new giou based performance measures on popular object detection benchmarks such as pascal voc and ms coco s h rezatofighi nathan tsoi junyoung gwak amir sadeghian i reid s savarese
regression,Distance-IoU Loss: Faster and Better Learning for Bounding Box Regression,"Bounding box regression is the crucial step in object detection. In existing methods, while ℓn-norm loss is widely adopted for bounding box regression, it is not tailored to the evaluation metric, i.e., Intersection over Union (IoU). Recently, IoU loss and generalized IoU (GIoU) loss have been proposed to benefit the IoU metric, but still suffer from the problems of slow convergence and inaccurate regression. In this paper, we propose a Distance-IoU (DIoU) loss by incorporating the normalized distance between the predicted box and the target box, which converges much faster in training than IoU and GIoU losses. Furthermore, this paper summarizes three geometric factors in bounding box regression, i.e., overlap area, central point distance and aspect ratio, based on which a Complete IoU (CIoU) loss is proposed, thereby leading to faster convergence and better performance. By incorporating DIoU and CIoU losses into state-of-the-art object detection algorithms, e.g., YOLO v3, SSD and Faster R-CNN, we achieve notable performance gains in terms of not only IoU metric but also GIoU metric. Moreover, DIoU can be easily adopted into non-maximum suppression (NMS) to act as the criterion, further boosting performance improvement. The source code and trained models are available at https://github.com/Zzh-tju/DIoU.","Zhaohui Zheng, Ping Wang, Wei Liu, Jinze Li, Rongguang Ye, Dongwei Ren",2019.0,4067,AAAI Conference on Artificial Intelligence,https://www.semanticscholar.org/paper/63a243afcb133569a962c41e9db956c076c5c4f3,0.9600000000000009,0.03304891922639363,regression distanceiou loss faster and better learning for bounding box regression bounding box regression is the crucial step in object detection in existing methods while ℓnnorm loss is widely adopted for bounding box regression it is not tailored to the evaluation metric ie intersection over union iou recently iou loss and generalized iou giou loss have been proposed to benefit the iou metric but still suffer from the problems of slow convergence and inaccurate regression in this paper we propose a distanceiou diou loss by incorporating the normalized distance between the predicted box and the target box which converges much faster in training than iou and giou losses furthermore this paper summarizes three geometric factors in bounding box regression ie overlap area central point distance and aspect ratio based on which a complete iou ciou loss is proposed thereby leading to faster convergence and better performance by incorporating diou and ciou losses into stateoftheart object detection algorithms eg yolo v3 ssd and faster rcnn we achieve notable performance gains in terms of not only iou metric but also giou metric moreover diou can be easily adopted into nonmaximum suppression nms to act as the criterion further boosting performance improvement the source code and trained models are available at httpsgithubcomzzhtjudiou zhaohui zheng ping wang wei liu jinze li rongguang ye dongwei ren
